6,0,0,1,0,0,0,2,0,6,4,0,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0
1,1,1,0,5,6,3,3,0,1,0,0,0,7,0,0,2,1,0,1,0,0,0,1
0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,0,0
0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0
0,0,0,0,1,1,0,0,1,1,4,0,1,0,0,0,0,0,0,0,3,0,0,1
0,1,5,0,1,0,1,0,5,0,6,0,0,1,0,1,6,0,0,0,0,0,0,0
0,0,0,0,4,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1,1,1,0,0,5,0,6,0,0,0,0,1,1,0,0,1,4,0,1,0,0,0,0
0,0,0,0,0,0,0,7,5,0,7,0,0,0,5,0,1,0,1,1,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,1,1,4,0,0
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,6,5,0,3,0,0,0
0,0,0,0,0,0,0,2,0,0,1,1,1,0,0,0,0,1,0,0,0,0,7,0
1,0,0,0,0,0,0,1,6,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0
1,0,1,0,0,1,0,4,1,0,0,1,6,0,0,0,3,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0
